idx,transcript,true_keywords,num_true,best_true_rank,worst_true_rank,recall_at_1,recall_at_3,recall_at_6,recall_at_12,cb_pool_recall,prompt_recall,rescore_recall,cb_pool_size,prompt_size,rescore_size,top12_keywords,prompt_keywords,rescore_keywords
626,这样可以加深苹果和消费者之间的关系,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,苹果|苹果晋身道指|广西|瓯文|吴雯|彼得|王晓飞|西安|董某|名古屋|黄榕|李家,苹果,苹果|苹果晋身道指|广西|吴雯|董某
627,为提高苹果零售商店的服务质量,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|平昌|彼得|瓯文|董某|奇高市|喻莉|名古屋|渝武|黄榕|曹志,苹果,苹果|吴雯|平昌|瓯文
628,苹果将引入这样一套顾客接待系统,苹果,1,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,吴雯|董某|朱某|瓯文|李洁|故宫|黄榕|彼得|修哥|胡琦|湛江|渝武,吴雯,吴雯|董某|朱某|瓯文
629,前往苹果零售店的顾客将比餐厅订餐叫号还方便,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|董某|吴雯|朱某|陈定|名古屋|瓯文|渝武|平阳|黄榕|彼得|修哥,苹果,苹果|董某|吴雯|瓯文
630,苹果零售店实行先到先服务的原则,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,苹果|彼得|富平|吴雯|瓯文|名古屋|张林|董某|平阳|朱某|渝武|广安,苹果,苹果|彼得|富平|瓯文|名古屋
631,此时客户可以选择离开苹果零售店,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|名古屋|瓯文|董某|彼得|渝武|黄榕|广安|平阳|德国|朱某,苹果,苹果|吴雯|名古屋|瓯文
632,客户回到苹果零售店后,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|苹果晋身道指|彼得|吴雯|瓯文|黄榕|董某|刘玮|名古屋|郎平|平昌|广安,苹果,苹果|苹果晋身道指|彼得|黄榕
633,为提高苹果零售商店的服务质量,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|广安|吴雯|瓯文|彼得|平昌|董某|科林|渝武|安良百货商场|名古屋|曹志,苹果,苹果|广安|吴雯|瓯文
634,苹果靠什么颠复移动支付市场,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|名古屋|付敬懿|瓯文|朱某|渝武|平阳|董某|常平|黄榕,苹果,苹果|彼得|名古屋|瓯文
635,苹果一口气召开了两次新品发布会,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|名古屋|瓯文|渝武|朱某|广安|董某|平阳|黄榕|权义,苹果,苹果|彼得|名古屋|瓯文
636,科技经济社会金融全都是苹果的消息,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,苹果|京津冀|名古屋|彼得|吴雯|奇冰|瓯文|董某|黄榕|故宫|平阳|渝武,苹果,苹果|京津冀|名古屋|彼得|瓯文
637,而是统一地认为苹果开了有史以来最烂的发布会,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|名古屋|吴雯|瓯文|黄榕|胡琦|渝武|董某|吉娜|朱某|刘玮,苹果,苹果|彼得|名古屋|瓯文
638,但这些口水式的讨伐并没有影响苹果前进的脚步,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|渝武|名古屋|彼得|吴雯|李氏|瓯文|朱某|董某|滕女士|故宫|西安,苹果,苹果|渝武|名古屋|彼得
639,已获任美的部品事业部的总裁,美的部品事业部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,美的部品事业部|富平|叶乔波|吴雯|董某|渝武|吉娜|彼得|胡枫|邬迪|黄榕|平阳,美的部品事业部|富平,美的部品事业部|富平|叶乔波|朱某
640,而威灵电器七月九日下午也公告透露,威灵|威灵电器,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,威灵电器|威灵|威灵电机|赖慰玲|银联|吴雯|科林|奇冰|故宫|瓯文|董某|邬迪,威灵电器|威灵|威灵电机,威灵电器|威灵|威灵电机|赖慰玲|吴雯
641,于一九九一年加盟美的集团,美的集团,1,4,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,1,4,麦格理集团|纪佳鹏|今久|美的集团|东方演艺集团|吴雯|渝武|章某|金坛|银联|瓯文|董某,麦格理集团,麦格理集团|纪佳鹏|今久|渝武
642,美芝压缩机已是全球最大空调压缩机企业,美芝,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,美芝|李氏|董某|吴雯|故宫|彼得|惠若琪|瓯文|朱某|吉娜|黄榕|渝武,美芝,美芝|李氏|董某|惠若琪
643,美的将美芝压缩机威灵电机合并,美芝|威灵|威灵电机,3,1,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,威灵电机|美芝|威灵|威灵电器|赖慰玲|吴雯|李家|平阳|彼得|吉娜|温岭|李洁,威灵电机|美芝|威灵|威灵电器,威灵电机|美芝|威灵|威灵电器|赖慰玲|吴雯
644,美的部品事业部建立后,美的部品事业部,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,美的部品事业部|彼得|李伟豪|吴雯|李洁|董某|黄榕|平阳|瓯文|皮特|鄂美蝶|李氏,美的部品事业部,美的部品事业部|彼得|董某|皮特
645,美的集团公关部的相关人士告诉第一财经日报记者,美的集团,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,美的集团|工信部|金陵晚报|新京报|彼得|董某|吴雯|瓯文|朱某|广安|喻莉|贵港,美的集团,美的集团|工信部|金陵晚报|新京报|彼得
646,目前美芝与威灵的合并,美芝|威灵,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,美芝|威灵|哈灵|吴雯|赖慰玲|许玮甯|彼得|瓯文|瑞银|威灵电器|梅姐|渝武,美芝|威灵,美芝|威灵|哈灵|威灵电器
647,仅处于美的集团内部管理架构调整的阶段,美的集团,1,4,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,1,5,广安|李家|金坛|美的集团|彼得|吴雯|董某|今久|瓯文|土桥镇|朱某|李洁,广安,广安|李家|彼得|瓯文|土桥镇
648,还没体现在香港上市公司威灵电器的业务层面,威灵|威灵电器,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,威灵电器|威灵|威灵电机|渝武|吴雯|赖慰玲|银联|黄榕|温岭|董某|瓯文|彼得,威灵电器|威灵|威灵电机|渝武,威灵电器|威灵|威灵电机|渝武|吴雯
649,由于向为民已获任威灵电机的董事会主席,威灵|威灵电机,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,威灵电机|威灵|威灵电器|吴雯|赖慰玲|项锐|董某|温岭|钟欣|彼得|刘玮|瓯文,威灵电机|威灵,威灵电机|威灵|威灵电器|吴雯|赖慰玲
650,威灵电机今后兼并美芝压缩机,美芝|威灵|威灵电机,3,1,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,威灵电机|美芝|威灵|威灵电器|吴雯|赖慰玲|瓯文|许玮甯|董某|渝武|科林|彼得,威灵电机|美芝|威灵|威灵电器,威灵电机|美芝|威灵|威灵电器|吴雯
651,美芝压缩机是隶属于美的集团旗下的业务,美芝|美的集团,2,1,10,0.5,0.5,0.5,1.0,0.5,0.5,0.5,5,1,5,美芝|渝武|董某|朱某|吴雯|吉娜|黄榕|胡琦|瓯文|美的集团|彼得|杨扬,美芝,美芝|渝武|董某|朱某|吴雯
652,由于美的集团本身就是威灵电机的大股东,威灵|威灵电机|美的集团,3,1,4,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,7,3,7,威灵电机|威灵|威灵电器|美的集团|赖慰玲|许玮甯|吴雯|科林|渝武|麦格理集团|董某|瓯文,威灵电机|威灵|威灵电器,威灵电机|威灵|威灵电器|美的集团|赖慰玲|许玮甯|吴雯
653,即使今后美芝压缩机被威灵电器兼并,美芝|威灵|威灵电器,3,1,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,美芝|威灵电器|威灵|银联|威灵电机|吴雯|渝武|赖慰玲|奇冰|彼得|董某|李氏,美芝|威灵电器|威灵,美芝|威灵电器|威灵|银联|吴雯
654,也对美的集团的总体业绩影响不大,美的集团,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,美的集团|金坛|麦格理集团|吴雯|瓯文|彼得|董某|渝武|平阳|东方演艺集团|杨扬|黄榕,美的集团,美的集团|吴雯|瓯文|东方演艺集团
655,而威灵电器二零一四年的营业额约九十二点七三亿港元,威灵|威灵电器,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,威灵电器|威灵|威灵电机|吴雯|胡琦|董某|黄榕|瓯文|彼得|朱某|马云|渝武,威灵电器|威灵|威灵电机,威灵电器|威灵|威灵电机|吴雯|胡琦
656,如果威灵电器兼并美芝压缩机,美芝|威灵|威灵电器,3,1,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,威灵电器|美芝|威灵|威灵电机|赖慰玲|吴雯|许玮甯|董某|瓯文|大滨芳美|平阳|朱某,威灵电器|美芝|威灵|威灵电机,威灵电器|美芝|威灵|威灵电机|赖慰玲|吴雯
657,将有利于增加威灵电器的收入和利润,威灵|威灵电器,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,威灵电器|威灵|威灵电机|赖慰玲|吴雯|许玮甯|彼得|瓯文|马云|董某|渝武|贩婴,威灵电器|威灵|威灵电机,威灵电器|威灵|威灵电机|赖慰玲|吴雯
658,除了威灵电器与美芝压缩机合并成为美的部品事业部之外,美的部品事业部|美芝|威灵|威灵电器,4,1,4,0.25,0.75,1.0,1.0,1.0,1.0,1.0,7,4,7,威灵电器|威灵|美的部品事业部|美芝|富平|威灵电机|渝武|吴雯|彼得|董某|陈定|哈灵,威灵电器|威灵|美的部品事业部|美芝,威灵电器|威灵|美的部品事业部|美芝|富平|威灵电机|渝武
659,美丽的丁香湖公园成为跑步爱好者的狂欢圣地,丁香湖公园,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,丁香湖公园|海珠湖公园|彼得|龙湾|吴雯|广安|陈定|邬迪|渝武|黄榕|董某|敦煌,丁香湖公园|海珠湖公园,丁香湖公园|海珠湖公园|彼得|龙湾|邬迪
660,中新网成都九月十五日电付敬懿十五日,付敬懿,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,钟欣|付敬懿|吴雯|董某|瓯文|彼得|重庆|黄榕|吉娜|陈定|邬迪|朱某,钟欣|付敬懿,钟欣|付敬懿|董某|重庆
661,而排名第三位的李尚洙,李尚洙,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,李尚洙|朱圣祎|李的话|韩国队|巴西队|德郭队|吴雯|彼得|哈立|瓯文|渝武|刘玮,李尚洙,李尚洙|李的话|韩国队|瓯文
662,本报讯记者李晖经过两天转场,李晖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,李晖|刘玮|吴雯|彼得|金报讯|瓯文|苹果|广安|董某|渝武|皮特|李洁,李晖|刘玮,李晖|刘玮|金报讯|瓯文|苹果
663,与陈妍希分别看向对方,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|吴雯|西安|渝武|彼得|瓯文|董某|朱某|渭镇|垦区|淅川县|政协,陈妍希,陈妍希|吴雯|西安|董某
664,陈妍希今天五月二日下午出席公益活动,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|故宫|西安|陈观鑫|政协|胡琦|重庆|陕西|钟欣|吴雯|董某|瓯文,陈妍希,陈妍希|故宫|西安|吴雯
665,陈妍希一直努力让自己的脸圆圆脸变瘦,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,陈妍希|西安|陕西|吴雯|杨扬|陈观鑫|彼得|诏安县|董某|政协|渝武|黄榕,陈妍希,陈妍希|西安|陕西|吴雯|杨扬|陈观鑫
666,曝出陈妍希拍戏时突然干呕,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|李氏|瓯文|许胚|胡琦|西安|哈排协|吴雯|信息时报讯|政协|彼得|渝武,陈妍希,陈妍希|李氏|瓯文|信息时报讯
667,陈妍希公司官方账号发表微博辟谣,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|龟趺|程张昊|杨扬|平阳|吴雯|彼得|政协|陕西|中国游戏公司|瓯文|韩籍,陈妍希,陈妍希|龟趺|程张昊|吴雯
668,否认了陈妍希疑似怀孕的传闻,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|吴雯|瓯文|陕西|李氏|彼得|钟欣|政协|陈观鑫|西安|吴文新|诏安县,陈妍希,陈妍希|吴雯|瓯文|陈观鑫
669,称陈妍希目前还在剧组拍戏,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|刘澄|陈晟|陈露|西安|吴雯|陈昊芝|张驰|董某|渝武|新城|彼得,陈妍希,陈妍希|刘澄|陈晟|西安
670,并感谢了各界对于陈妍希公开与陈晓恋情的祝福,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|彼得|西安|渝武|吴雯|瓯文|朱某|董某|陕西|徐云丽|诏安县|今久,陈妍希,陈妍希|彼得|西安|董某
671,陈妍希在微博发布跳绳视频,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|西安|彼得|瓯文|政协|吴雯|陕西|张驰|嵩山|黄榕|平阳|董某,陈妍希,陈妍希|西安|彼得|黄榕
672,京汇佳律师事务所律师邱宝昌表示,京汇佳律师事务所|邱宝昌,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,12,4,12,京汇佳律师事务所|邱宝昌|滕女士|郑女士|张女士|兰州市|李氏|陈势安|张诗欢|蚌飞市|奇高市|保山市,京汇佳律师事务所|邱宝昌|滕女士|郑女士,京汇佳律师事务所|邱宝昌|滕女士|郑女士|张女士|兰州市|李氏|陈势安|张诗欢|蚌飞市|奇高市|保山市
673,园中园收费超景区大门票,园中园,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,园中园|海珠湖公园|渝武|吴雯|崂山景区|董某|彼得|吉娜|朱某|黄榕|瓯文|玛卡磨成粉景区,园中园,园中园|海珠湖公园|渝武|吴雯
674,信息时报讯记者周伟龙八月一零日下午,信息时报讯,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,信息时报讯|谢依霖|威灵|金报讯|项锐|刘玮|瓯文|李氏|彼得|吴雯|董某|哈灵,信息时报讯|谢依霖,信息时报讯|谢依霖|威灵|金报讯|刘玮|朱某
675,六名游客在海珠湖公园凉亭内躲雨,海珠湖公园,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,3,6,海珠湖公园|丁香湖公园|郎平|故宫|哈灵|杨幼萍|袁两|渝武|董某|吴雯|威灵|赵宏,海珠湖公园|丁香湖公园|郎平,海珠湖公园|丁香湖公园|郎平|故宫|哈灵|杨幼萍
676,记者回访海珠湖公园发现,海珠湖公园,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,丁香湖公园|海珠湖公园|赵宏|彼得|吴雯|瓯文|龟趺|渝武|董某|颜妮|渝蓉|胡枫,丁香湖公园|海珠湖公园,丁香湖公园|海珠湖公园|赵宏|彼得
677,夏先生带太太跟团去新马泰旅游,新马泰,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,新马泰|吉娜|刘玮|马来|渝武|大兴|李氏|彼得|吴雯|董某|广安|西安,新马泰,新马泰|吉娜|刘玮|马来|渝武|郑女士
678,河南籍游客张某某手部受伤及表皮损伤,张某某,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1,7,张某某|富平|张萌|朱某|嵩山|黄榕|董某|吴雯|瓯文|渝武|吉娜|彼得,张某某,张某某|富平|张萌|朱某|嵩山|黄榕|瓯文
679,游客在济南景区水池许愿观赏莲被砸成马蜂窝,济南,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,济南|吴雯|吉娜|瓯文|西安|渝武|朱某|广安|董某|彼得|修哥|黄榕,济南,济南|吴雯|吉娜|瓯文|朱某
680,华商报讯记者杨德合买了两个肉夹馍,杨德合|华商报讯,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,华商报讯|杨德合|瓯文|邦德|彼得|吴雯|渝武|董某|金报讯|黄榕|皮特|郎导,华商报讯|杨德合,华商报讯|杨德合|邦德|彼得
681,但这也让首次来到陕西游玩的孙女士感到憋屈,陕西,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陕西|滕女士|彼得|广安|刘玮|李氏|吴雯|董某|瓯文|渝武|郑女士|朱某,陕西,陕西|滕女士|彼得|广安
682,游客大铜缸刻字警察喊话故宫刻字者请自首,故宫,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,故宫|渝武|吴雯|大分港|瓯文|董某|黄榕|修哥|朱某|皮特|彼得|平阳,故宫,故宫|渝武|吴雯|朱某
683,图片由胡先生提供本报讯记者喻莉出门旅游,喻莉,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,喻莉|渝武|邬雄|松本|吴雯|刘玮|董某|彼得|皮特|马云|金报讯|杨扬,喻莉,喻莉|渝武|董某|皮特
684,武汉网友胡琦的一条短信微博引起众人关注,胡琦,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,胡琦|黄榕|蚌飞市|王晓飞|吴雯|成飞|吉娜|敦煌|张小飞|彼得|奇冰|广安,胡琦,胡琦|黄榕|蚌飞市|王晓飞|吴雯|甘肃
685,中国房地产学会副会长陈国强也认为,陈国强,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈国强|叶乔波|吴雯|瓯文|彼得|刘玮|董某|朱某|渝武|程张昊|黄榕|平阳,陈国强,陈国强|叶乔波|吴雯|瓯文
686,将其纳入旧城改造和新城建设规划,新城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,新城|吉娜|朱某|吴雯|佟健|马云|瓯文|黄榕|哈立|董某|彼得|今久,新城,新城|吉娜|马云|瓯文
687,而且这也可以看作是苹果利用硬件优势,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|渝武|吴雯|董某|瓯文|黄榕|彼得|广安|胡琦|佟健|玮甯|平阳,苹果,苹果|渝武|吴雯|董某
688,苹果靠什么颠复移动支付,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|彼得|名古屋|瓯文|广安|胡琦|董某|富平|渝武|平阳|付敬懿,苹果,苹果|吴雯|名古屋|瓯文
689,苹果推出的每一款新产品都不免要引发大讨论,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,苹果|常平|吴雯|平阳|彼得|黄榕|朱某|瓯文|董某|富平|渝武|吉娜,苹果,苹果|常平|吴雯|平阳|瓯文
690,这种状态是苹果颠复现有市场格局的根基,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|彼得|董某|瓯文|名古屋|李氏|朱某|邬迪|天府古镇|渝武|黄榕,苹果,苹果|吴雯|董某|瓯文
691,苹果积累了海量的绑定信息卡用户,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|钟欣|渝武|胡枫|邦德|吴雯|彼得|瓯文|名古屋|广西|吉娜|富平,苹果,苹果|钟欣|邦德|吴雯
692,而且苹果最早一批的用户积累,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,苹果|彼得|胡琦|吴雯|渝武|瓯文|常平|杨幼萍|郎平|济南|皮特|吉娜,苹果|彼得,苹果|彼得|胡琦|济南
693,柯振东入狱期间的囚服都能在淘宝上热卖,柯振东,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,柯震东|柯振东|胡琦|胡枫|吴雯|龟趺|渝武|瓯文|彼得|董某|黄榕|邱宝昌,柯震东|柯振东,柯震东|柯振东|吴雯|龟趺
694,苹果就公布了合作伙伴,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|瓯文|平阳|渝武|董某|龟趺|黄榕|常平|皮特|郎平,苹果,苹果|彼得|瓯文|平阳
695,美的家用空调事业部制造副总裁乌守保对记者表示,乌守保,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,乌守保|邬雄|吴雯|彼得|渝武|美的部品事业部|美芝|邬迪|瓯文|董某|皮特|曹志,乌守保|邬雄,乌守保|邬雄|吴雯|彼得|董某|皮特
696,中国女排昨天下午在松本迎战韩国队,松本|韩国队,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,松本|韩国队|德郭队|渝武|瓯文|吴雯|黄榕|董某|彼得|德国|平阳|许胚,松本|韩国队,松本|韩国队|德郭队|黄榕
697,最终中国队以三比一力战韩国队全取三分,韩国队,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,韩国队|德郭队|李家|黄榕|吴雯|瓯文|三比二力克美国队|彼得|董某|渝武|李洁|中国移动,韩国队,韩国队|德郭队|李家|瓯文
698,二传丁霞和主攻刘晏含取代了沈静思和张常宁的位置,刘晏含,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,14,4,12,成飞|刘晏含|常平|渭镇|张林|张锦麟|卫张宁|陈晟|陈定|平昌|章某|审计署,成飞|刘晏含|常平|渭镇,成飞|刘晏含|常平|渭镇|张林|张锦麟|卫张宁|陈晟|陈定|平昌|章某|审计署
699,而看到了希望的韩国队也趁机拼命反击,韩国队,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,韩国队|德郭队|彼得|吴雯|瓯文|渝武|黄榕|董某|德国|朱某|希饭|三比二力克美国队,韩国队,韩国队|德郭队|瓯文|黄榕
700,见此情景韩国队的信心受到了打击,韩国队,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,韩国队|德郭队|钟欣|吴雯|瓯文|大兴|新城|广西|陕西|彼得|德国|董某,韩国队|德郭队,韩国队|德郭队|钟欣|大兴
701,本赛季调进张常宁就是郎平为朱婷解压的一个表现,郎平,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,4,7,郎平|王婷|张林|吉娜|常平|杨幼萍|卫张宁|罗宾|李洁|吴雯|平昌|张锦麟,郎平|王婷|张林|吉娜,郎平|王婷|张林|吉娜|常平|杨幼萍|卫张宁
702,加上惠若琪因伤缺席本届世界杯,惠若琪,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,惠若琪|瑞银|彼得|奇冰|瓯文|成飞|吴雯|黄榕|贩婴|吉娜|宾虚|董某,惠若琪,惠若琪|瑞银|彼得|瓯文
703,郎平也认为这样去打世界高水平的球队是不够的,郎平,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,郎平|王婷|常平|彼得|刘玮|吴雯|罗宾|瓯文|张林|杨幼萍|董某|平阳,郎平|王婷,郎平|王婷|常平|彼得|瓯文
704,在队长惠若琪缺阵的情况下,惠若琪,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,惠若琪|彼得|吉娜|董某|吴雯|黄榕|渝武|瓯文|奇冰|杨扬|贵港|银联,惠若琪,惠若琪|彼得|董某|渝武
705,陈妍希晒出一组攀岩照,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|吴雯|西安|董某|瓯文|章某|渝武|彼得|徐云丽|朱某|钟落潭竹一村|礼贤镇,陈妍希,陈妍希|吴雯|西安|董某
706,希饭快来接住我,希饭,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,希饭|吴雯|瓯文|马来|董某|彼得|渝武|黄榕|朱某|李洁|西安|平阳,希饭,希饭|瓯文|马来|朱某
707,陈妍希穿着粉色上衣,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|朱圣祎|吴雯|西安|韩籍|颜妮|彼得|瓯文|渝武|董某|徐云丽|诏安县,陈妍希,陈妍希|朱圣祎|西安|韩籍
708,搜狐娱乐讯近日频频传出陈晓向陈妍希求婚成功的消息,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,陈妍希|郎平|吴雯|彼得|董某|常平|渝武|瓯文|施王祥|奇冰|陈晟|重庆,陈妍希,陈妍希|郎平|吴雯|彼得|董某|渝武
709,陈妍希回应现在真的很享受快乐恋爱的喜悦,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|李晖|西安|云林县|彼得|诏安县|胡琦|陕西|吴雯|徐云丽|瓯文|杨扬,陈妍希,陈妍希|李晖|西安|徐云丽
710,陈妍希曾在新版神鵰侠侣中演小龙女,陈妍希,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,陈妍希|西安|陈观鑫|瓯文|吴雯|彼得|今久|新城|渝武|陕西|颜妮|哈立,陈妍希,陈妍希|西安|陈观鑫|吴雯
711,京华时报讯记者卫张宁昨天上午,卫张宁,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,3,8,卫张宁|张林|信息时报讯|张锦麟|张贵林|吴雯|渭镇|刘玮|金报讯|常平|郎平|董某,卫张宁|张林|信息时报讯,卫张宁|张林|信息时报讯|张锦麟|张贵林|吴雯|渭镇|贵港
712,游客晋吉岛乘船颠骨折诉旅社索赔二零馀万元,晋吉岛,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9,3,9,富林愚|晋吉岛|李氏|重庆|陈晟|渝武|陈传钧|吴雯|彼得|平昌|京城|董某,富林愚|晋吉岛|李氏,富林愚|晋吉岛|李氏|重庆|陈晟|渝武|陈传钧|吴雯|彼得
713,崔先生带家人随团前往泰国晋吉岛游玩,晋吉岛,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,晋吉岛|吴雯|渝武|瓯文|董某|吉娜|京津冀|广安|朱某|彼得|黄榕|今久,晋吉岛,晋吉岛|吴雯|渝武|董某|京津冀
714,滕女士在云南购买的石斛,滕女士,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,滕女士|李氏|张女士|郑女士|云南省|张林|吴雯|彼得|瓯文|吉娜|黄榕|田心妮,滕女士|李氏,滕女士|李氏|张女士|郑女士|云南省
